!4+ABv	  00000000000000000000000017F7E829  EEEE3333444411112222888833334444666633332222DDDDEEEE
  KIPuQI}	  0000000000000000000000002F061D11  EEEE111199990000EEEE22223333DDDD8888EEEE1111BBBB6666
  KKQ*6kk	  0000000000000000000000000A74FAE6  9999BBBBAAAA7777BBBB3333AAAAAAAADDDD222200002222BBBB
  KLW`!\P	  00000000000000000000000002322CFD  CCCC22221111EEEEFFFFEEEE4444EEEE999999998888CCCCAAAA
  KN&]8*U	  0000000000000000000000000F907877  FFFFFFFFFFFF44445555444433333333DDDDEEEE444400008888
  KOF0?CQ	  00000000000000000000000005A54366  55557777AAAA11114444888833338888888800001111AAAABBBB
  Kap%s5x	  0000000000000000000000003AA5F144  8888BBBB5555AAAA3333CCCCFFFF88882222AAAAFFFF4444DDDD
  KcXtJ5r	  0000000000000000000000003127D23C  1111DDDDFFFFFFFFAAAAEEEE55559999DDDD8888444477775555
  Kdo W0l	  000000000000000000000000393F3294  000055556666999955556666BBBBAAAAEEEE88887777BBBBDDDD
  Kp&CO>c	  0000000000000000000000001E3E44C6  CCCC6666DDDDAAAA6666BBBB999955558888CCCC3333CCCCBBBB
  K|9QU"}	  0000000000000000000000004A707BFD  AAAA000066661111DDDD3333AAAAAAAACCCCFFFF1111CCCCAAAA
  L#bGj(-	  0000000000000000000000003978AFBA  7777CCCCBBBB22225555BBBBEEEEAAAAEEEE5555000088887777
  L5A>"F)	  0000000000000000000000000D738450  9999111122227777333355555555000033330000888877771111
  L5giocl	  0000000000000000000000003E4B1A64  2222222244444444666611110000EEEE00003333BBBBAAAADDDD
  L9f^`DZ	  0000000000000000000000004DAD4A1E  66666666444466666666BBBB66666666AAAABBBB7777DDDD3333
  L>;-nQW	  0000000000000000000000002D4683EB  AAAAAAAA44441111DDDD88888888FFFFFFFF9999999933334444
  L@<Ws/F	  000000000000000000000000133E36A6  AAAAEEEE666688883333555544449999CCCCAAAAFFFF6666BBBB
  LGW>n,R	  0000000000000000000000001276F61B  7777BBBB11115555999944441111EEEE7777CCCCAAAA00004444
  LJ]IuEv	  0000000000000000000000003D9229B9  00004444888855552222666655558888000099997777CCCCEEEE
  LbPYk+v	  00000000000000000000000025969B14  88887777EEEECCCC777733339999CCCCAAAA222255553333DDDD
  Lj!zBZY	  000000000000000000000000203C0300  4444BBBB7777888811112222555599999999DDDD111100001111
  LpXX4Pl	  00000000000000000000000014099B3D  5555555533332222111166665555AAAABBBB111100008888AAAA
  Lr08_g2	  0000000000000000000000001765C572  5555CCCC9999CCCC44441111AAAAAAAABBBB8888BBBB2222FFFF
  LuQAvg_	  0000000000000000000000004FE39EDB  AAAAFFFFEEEE9999FFFF88888888444422221111555544444444
  M"cK`M:	  0000000000000000000000001976C366  2222EEEE22229999DDDD999988881111444488881111AAAABBBB
  M/c4.}A	  00000000000000000000000048E4BB3C  FFFF1111EEEEBBBB11111111444455556666EEEE777777775555
  M6j+ (z	  000000000000000000000000376B11CA  9999CCCC22229999AAAAFFFFEEEE999977776666AAAABBBB7777
  M9gZlV1	  00000000000000000000000020BD1EA7  3333222244447777FFFF55554444EEEEEEEE55551111DDDD8888
  M:{v1.^	  0000000000000000000000003E5E0F1F  99995555CCCC22227777999966662222FFFFAAAA8888EEEE0000
  M>t]U&M	  00000000000000000000000027C0C5E8  AAAA88884444000011118888FFFF6666777755552222FFFF9999
  M@KDCsV	  0000000000000000000000004349B73D  FFFFAAAA0000888866667777AAAA99992222999944448888AAAA
  MEZW_(\	  0000000000000000000000002C82738F  8888AAAA66665555FFFF66662222333388886666666677770000
  MG5JP5z	  000000000000000000000000246DF337  FFFF000044444444FFFF33330000DDDD2222DDDD111144448888
  MJ!0f?N	  00000000000000000000000011241555  EEEE2222AAAAFFFF888833331111FFFFCCCCEEEEBBBB33332222
  MOBF|Kk	  0000000000000000000000004AD87ACA  FFFF00007777DDDDDDDDDDDD77775555555588885555BBBB7777
  MS-Hu!%	  000000000000000000000000227AF7A1  111133330000FFFF00004444FFFFEEEEFFFF6666FFFFAAAA6666
  MSMei!F	  0000000000000000000000001C296478  555500008888CCCC2222BBBB5555CCCCDDDD2222AAAA22229999
  MS}$`%x	  00000000000000000000000046C7F56F  3333BBBB8888CCCCEEEE22222222111111117777444499990000
  MUAJIv0	  0000000000000000000000003E201E4C  44441111CCCC2222AAAAAAAA99992222BBBB3333999922225555
  MY'\@SR	  000000000000000000000000067550AB  7777FFFF11110000222266664444EEEEBBBBFFFF000077774444
  M\+Za3s	  000000000000000000000000187DCA11  777766662222EEEE7777AAAABBBB666677773333CCCCBBBB6666
  M\/QrK)	  0000000000000000000000002A6AD2D6  DDDD3333111177772222666600002222222244440000FFFFBBBB
  M\DF,]W	  00000000000000000000000039582F7A  9999DDDD9999FFFF9999DDDDEEEE9999555500007777CCCC7777
  Mcupl@e	  000000000000000000000000053F672F  4444000066661111BBBB1111FFFF2222FFFFDDDD2222DDDD0000
  Mds1/;I	  00000000000000000000000022F0E7CF  EEEE555544448888AAAA7777AAAA111188880000222233330000
  MeV?7j5	  0000000000000000000000002B01C3FC  99998888AAAA888800005555AAAACCCC1111AAAAFFFFBBBB5555
  Mg83w{d	  000000000000000000000000408D4340  0000FFFFDDDDCCCCCCCC9999BBBB444433337777FFFFCCCC1111
  MhFQUF-	  0000000000000000000000003AE503C9  CCCC88888888AAAA000033338888AAAAAAAA0000CCCC3333EEEE
  Mj]{"6~	  00000000000000000000000032C8321B  0000BBBB1111EEEE22225555CCCC44440000CCCCEEEE00004444
  Mn5/w%N	  00000000000000000000000048FB2851  1111CCCCFFFFDDDD77774444CCCC0000BBBBFFFF888877776666
  Mz$o"^c	  0000000000000000000000004C659C26  DDDDEEEEDDDD11113333BBBB9999BBBB999933337777EEEEBBBB
  N'Y=)*6	  000000000000000000000000384D90C4  9999EEEEFFFF3333AAAA555522228888444488889999CCCCDDDD
  N7"}A3s	  00000000000000000000000025233D29  55550000AAAADDDD44449999EEEE2222000000005555DDDDEEEE
  ND(-}Ow	  0000000000000000000000003AC90EBC  EEEE4444EEEE3333777722226666666699994444DDDDFFFF5555
  NE$g7?V	  00000000000000000000000029F5CFFE  111100008888AAAAEEEE00009999111144442222333377773333
  NMw*i-`	  00000000000000000000000004A3224C  DDDDCCCCBBBB9999BBBB333399997777AAAAEEEE555522225555
  NPws/o.	  00000000000000000000000025E01D3B  999911119999DDDDAAAABBBB00004444666644448888EEEE4444
  NYco<s"	  00000000000000000000000021DCCEC7  1111CCCCBBBB2222EEEE222277774444DDDDAAAADDDDBBBB8888
  NZdW e;	  0000000000000000000000002FDF667F  44444444CCCC6666CCCC0000AAAA9999AAAADDDD999988880000
  N\CH 0V	  0000000000000000000000001FECD69F  444455557777AAAABBBBDDDD2222222222226666111166660000
  N_FR[S`	  0000000000000000000000004E646967  11111111AAAA111144449999DDDD4444EEEE7777FFFF11118888
  Nd>}BFZ	  0000000000000000000000004730785E  AAAA88885555DDDDAAAAAAAA5555000099995555EEEE99993333
  Ne4cKY[	  000000000000000000000000173F38B4  11115555DDDD444444447777BBBBCCCCAAAADDDDBBBB1111DDDD
  NhOld3&	  0000000000000000000000002D140BAC  EEEEEEEE4444666600000000222222223333DDDD000044445555
  Nndn`~+	  00000000000000000000000035BD7C49  FFFF7777AAAA9999777755551111AAAA666655557777BBBBEEEE
  NsoF:?o	  00000000000000000000000016005608  7777CCCC11116666AAAADDDD2222444499991111666655559999
  N|I="~>	  00000000000000000000000026136A74  7777DDDD5555FFFF00000000555511115555AAAAEEEE5555DDDD
  N}M9?sP	  00000000000000000000000000429597  5555FFFF00007777555599991111CCCC66669999AAAAEEEE8888
  N~M!!'C	  00000000000000000000000035217130  11116666EEEEFFFFEEEEAAAABBBB99997777AAAA000011111111
  O#g=7Lc	  0000000000000000000000000FC37DBC  4444FFFFCCCCCCCC5555000000001111BBBBBBBB2222FFFF5555
  O&j%)QD	  00000000000000000000000005C73246  7777111166660000EEEE1111FFFF0000AAAA222244444444BBBB
  O'Z/koy	  00000000000000000000000035E86309  111111118888EEEE1111BBBB00008888555500006666FFFFEEEE
  O(n\HVu	  0000000000000000000000003DDBBFCD  999955554444EEEEFFFF3333DDDDDDDDAAAA999977777777AAAA
  O1z{rTc	  000000000000000000000000206F74B6  00002222AAAA22227777CCCC777766663333DDDD44449999BBBB
  O2Q;z`a	  0000000000000000000000000E09FDFD  333311117777BBBB77772222AAAAFFFFFFFF1111FFFFCCCCAAAA
  O< "^ST	  0000000000000000000000004D1023B9  9999EEEECCCCDDDDEEEE11119999BBBB1111EEEEDDDDCCCCEEEE
  OHmW#._	  0000000000000000000000002A94F21A  55552222555555552222AAAA8888FFFF22221111BBBBAAAA7777
  OUzV2lE	  0000000000000000000000002B420AE2  FFFFFFFF8888777711116666DDDD9999DDDD888855557777FFFF
  OuYQK/i	  000000000000000000000000463BF5E6  5555FFFFEEEE6666EEEE77777777DDDD5555CCCC11112222BBBB
  Oxqf|}}	  0000000000000000000000002DEAC4D3  88882222555566668888AAAA7777AAAA4444BBBB44444444CCCC
  OzX<k@A	  0000000000000000000000001F284CBB  CCCCAAAAAAAA1111CCCCAAAA8888555555552222111166664444
  OzfcK.i	  0000000000000000000000003C3D713B  99999999CCCC666699994444EEEE77777777BBBB4444EEEE4444
  P"8[xvV	  0000000000000000000000004FB6FF75  AAAAFFFFAAAAFFFF333399999999000033330000000011112222
  P'$5y^\	  000000000000000000000000248C7246  5555FFFF1111EEEECCCC888800008888DDDDEEEE44444444BBBB
  P'8228I	  0000000000000000000000002A4A975F  DDDDCCCC3333BBBB1111CCCC777755550000CCCC0000AAAA0000
  P.Nw:pd	  00000000000000000000000010B87536  666633336666999988883333EEEEFFFFDDDD7777EEEE1111BBBB
  P0X?Rs&	  0000000000000000000000000041162E  888833339999FFFF1111CCCC8888CCCC9999EEEEDDDD00003333
  P3_*16u	  000000000000000000000000216B0435  DDDD444400006666111188889999999955558888555555552222
  PYsm&O7	  0000000000000000000000002F5FD4AE  DDDD6666BBBB555500005555000033335555AAAA000088883333
  P_'D,k%	  00000000000000000000000005C789C7  AAAA4444EEEE444499991111777711115555DDDD2222BBBB8888
  Pd:NZab	  0000000000000000000000001511AC52  4444AAAA22225555EEEEBBBB99992222111100007777CCCCFFFF
  Pg4U>r}	  000000000000000000000000040AFE0F  1111DDDD7777888866666666DDDD99993333BBBBBBBBFFFF0000
  Pi:k?H2	  0000000000000000000000001B9E42C7  777744446666BBBB77772222FFFF66664444BBBB9999BBBB8888
  PjXTm+(	  00000000000000000000000026806AF8  AAAA9999EEEE5555AAAA444499992222333399999999AAAA9999
  Pow(ENw	  0000000000000000000000002796E5B6  AAAACCCC9999FFFF88888888CCCC44447777777777779999BBBB
  Pq'Ok2L	  00000000000000000000000026E7BB28  CCCCDDDDDDDD33332222EEEE999977778888EEEE0000BBBB9999
  Pqs~pBj	  0000000000000000000000002E00A2A1  DDDD999911111111CCCC1111BBBBCCCC44443333CCCCAAAA6666
  Pr0Q+-*	  00000000000000000000000049034D44  888833332222CCCC7777DDDDEEEEEEEE1111AAAA33334444DDDD
  Q" yEi~	  00000000000000000000000001C23559  22222222666677772222EEEEBBBBAAAA7777EEEE99992222EEEE
  Q.qDaO=	  0000000000000000000000001FE014D8  22228888BBBB2222FFFF666633333333BBBB1111CCCC44449999
  Q6{VR>:	  00000000000000000000000026C1AA51  99991111DDDDDDDD22226666DDDDAAAA5555CCCC666677776666
  Q>6<}>g	  00000000000000000000000041BD0D04  EEEE666699996666BBBBCCCCDDDD5555FFFF444400008888DDDD
  QNQss#+	  0000000000000000000000003ED5B180  7777FFFFCCCC99995555CCCCFFFF222244440000888888881111
  QQ?ZCxY	  00000000000000000000000039C5C172  00004444CCCC2222333300002222EEEE77777777FFFF2222FFFF
  QX"\[s+	  0000000000000000000000003BC3EC20  1111BBBB77770000777755557777999955555555333366661111
  QYH/fbi	  00000000000000000000000005615C65  000077771111FFFF7777222255558888999922221111AAAA2222
  Q_dqXTH	  0000000000000000000000003B828CD0  CCCCCCCCFFFFFFFF00000000EEEE4444CCCC1111DDDDFFFF1111
  Qdn8A]4	  000000000000000000000000061D3470  CCCCBBBBBBBBBBBB1111FFFF99993333CCCCAAAAFFFFDDDD1111
  Qg7l!BG	  0000000000000000000000003B548EF6  CCCCDDDDBBBBAAAA3333444400000000CCCCFFFF77775555BBBB
  QhK2.$8	  00000000000000000000000024BC10E4  666655558888CCCCDDDDBBBB333377776666111133332222DDDD
  Qh{Xq'_	  0000000000000000000000003F627DE6  22228888DDDD77771111BBBB111188881111DDDD99992222BBBB
  QjUzWab	  0000000000000000000000001DD3FB70  777799990000CCCC7777CCCC77775555EEEECCCCCCCCDDDD1111
  QlbaDYO	  000000000000000000000000047DC537  0000FFFF111111110000666666667777DDDDBBBBFFFF44448888
  QnD5m4O	  0000000000000000000000000EB98C60  7777EEEE8888CCCCDDDDAAAA111177778888CCCC222222221111
  Qt5]TJC	  00000000000000000000000023F5C9A5  DDDDFFFF6666DDDD77770000CCCC5555AAAA8888AAAA66662222
  Qy"Y&V6	  00000000000000000000000012F8DF1D  EEEECCCC333300005555000066667777888855559999AAAAAAAA
  R$g~H#_	  000000000000000000000000301282F3  1111BBBBFFFF2222FFFFAAAA444433338888000088882222CCCC
  R%n)Lw@	  0000000000000000000000000744F08C  EEEE88889999AAAA1111FFFF99993333333300009999EEEE5555
  R/9t#s`	  00000000000000000000000034B05825  AAAA66667777EEEE3333AAAA111188888888CCCC7777EEEE2222
  R0-^f5I	  00000000000000000000000048CC41C5  FFFF9999BBBBBBBBAAAA555588884444EEEE0000999944442222
  R5X\V#W	  0000000000000000000000001B4B8967  3333EEEEAAAADDDD9999111133332222BBBB5555FFFF11118888
  ROTuYN6	  0000000000000000000000003CF2FB6B  4444EEEE5555666600008888BBBBDDDD222244449999BBBB4444
  RU@UrxD	  0000000000000000000000002172A249  66661111222222228888FFFF6666EEEE444466661111BBBBEEEE
  RVo99xK	  0000000000000000000000002857C5C8  1111BBBBAAAA00008888BBBBDDDD999922220000FFFF99999999
  RXf=0&G	  0000000000000000000000004F1B76A5  DDDD0000CCCCFFFF2222EEEECCCC1111AAAAFFFF555566662222
  Ri3JFR7	  000000000000000000000000259C9E78  AAAAAAAA99994444AAAA4444FFFFDDDD55554444888822229999
  RmDMQJd	  000000000000000000000000408F5C20  8888BBBBDDDD000066660000BBBB888800002222333366661111
  RmX"KA;	  0000000000000000000000002884B480  BBBB1111CCCC4444444499991111DDDD8888BBBB999988881111
  Rm\w^z%	  00000000000000000000000035538908  EEEE0000DDDD8888EEEE88888888FFFFAAAABBBB777755559999
  RoV^sNQ	  0000000000000000000000000BA665D4  2222BBBBEEEE777711119999AAAAAAAAFFFFEEEEBBBB7777DDDD
  RpFQqOX	  0000000000000000000000003C7448F6  FFFF99995555999933336666000066660000444455555555BBBB
  RqMsBau	  0000000000000000000000001A82E0D7  CCCC7777BBBB7777FFFF111100007777DDDD00007777AAAA8888
  R|J${'}	  0000000000000000000000004361749C  2222FFFFEEEE1111AAAA22224444EEEE77778888AAAA99995555
  S80AM)i	  0000000000000000000000002E7653F2  BBBBEEEE66663333FFFF66660000FFFF666633336666AAAAFFFF
  SBBhyvi	  000000000000000000000000492D8EC3  1111EEEEEEEE0000888800009999BBBB9999333377775555CCCC
  SBJ[t v	  00000000000000000000000047DC1BDB  5555EEEE333388889999EEEEBBBB000099994444888844444444
  SH{.78q	  0000000000000000000000004B8B6CC6  7777222299994444EEEEDDDD3333BBBBEEEEBBBBBBBBCCCCBBBB
  SKrmfVK	  000000000000000000000000399E45B4  5555FFFFCCCCFFFF5555FFFFFFFFCCCC55552222AAAA1111DDDD
  SRme/X<	  000000000000000000000000139B2BFF  1111CCCCFFFF0000AAAAFFFF777722226666DDDD444400000000
  SU#D%@k	  0000000000000000000000004212ECB9  AAAA55557777AAAA99991111EEEEDDDDCCCC2222CCCCCCCCEEEE
  SgTI/58	  00000000000000000000000048FA3188  DDDDDDDDDDDD7777CCCC0000333322221111DDDDCCCCDDDD9999
  Sgx#8ss	  00000000000000000000000036105709  DDDD6666DDDD5555DDDD5555333399994444BBBB2222FFFFEEEE
  Sl[A*.m	  00000000000000000000000004771C14  EEEE2222BBBB11116666999911112222EEEEFFFF00003333DDDD
  S{'eBMc	  00000000000000000000000043BA7F2E  11111111111166663333BBBB88888888CCCC5555888800003333
  S~#=.+a	  00000000000000000000000010408DE4  66663333222244444444EEEEEEEE1111CCCCFFFF22222222DDDD
  S~|i@HT	  0000000000000000000000002DD756E9  AAAA7777DDDDFFFF5555EEEE6666DDDDEEEE3333AAAA1111EEEE
  T $hq7%	  000000000000000000000000366EB8D0  44446666CCCC2222FFFF444433334444111144441111FFFF1111
  T&.\)fP	  00000000000000000000000010E9216A  6666FFFF4444EEEE0000DDDD222222225555EEEEDDDD99997777
  T*4T8C]	  00000000000000000000000002963828  FFFFAAAABBBBFFFFCCCC00008888AAAA11114444FFFFBBBB9999
  T-Um;G,	  000000000000000000000000076DA028  77772222444422223333555544449999333344447777BBBB9999
  T0U@E{k	  00000000000000000000000048F888BE  44446666AAAAFFFF333300001111AAAACCCCAAAA1111BBBB3333
  T2B!+|e	  0000000000000000000000004C2548AC  AAAA9999EEEECCCCEEEE7777BBBBEEEEEEEE0000FFFF44445555
  T<68Sm|	  00000000000000000000000027E8DDE9  33338888333311112222CCCCCCCCBBBBDDDD6666BBBB1111EEEE
  T=`*Y+}	  0000000000000000000000002D121979  0000666600007777EEEECCCC5555CCCCFFFF999966660000EEEE
  TR}@Bc7	  0000000000000000000000004DE064EF  0000EEEECCCCFFFF33339999000011113333EEEE555511110000
  TV=.CAY	  0000000000000000000000002A6FA190  2222444499998888FFFF44442222EEEE88887777666633331111
  TbJIKtq	  00000000000000000000000023908E32  AAAA66665555CCCC7777FFFF00000000BBBB444455556666FFFF
  Tc:bd}F	  00000000000000000000000050E3C7D6  DDDD8888FFFFBBBBAAAACCCC22228888CCCC2222FFFFFFFFBBBB
  Ti4I;; 	  00000000000000000000000012683EDE  EEEE11114444EEEE999999999999444433330000AAAA11113333
  Tq3>q4<	  0000000000000000000000001A3CE840  7777DDDD222200000000666600000000AAAA88886666CCCC1111
  TrAs)\R	  000000000000000000000000451876E1  9999CCCC33335555BBBBFFFF4444999933330000222266666666
  U=QDue[	  0000000000000000000000002951A8C8  FFFF6666666699990000EEEEDDDD4444DDDD4444000099999999
  UB&G}Q\	  0000000000000000000000002692E329  BBBB88882222BBBB444433335555AAAA44448888FFFFDDDDEEEE
  UCfdaIl	  00000000000000000000000039EC55BE  00000000DDDD9999000011111111CCCC333333338888BBBB3333
  UH^rj^1	  000000000000000000000000233A08CB  DDDD55551111FFFFFFFFCCCCFFFF1111AAAA1111666655554444
  UJx|8b$	  0000000000000000000000001CE1404D  2222CCCC9999BBBB5555FFFF11119999CCCC22222222FFFFAAAA
  UKNd?vn	  0000000000000000000000002E152435  EEEECCCC222277779999CCCC1111111122226666555555552222
  UN7L%Kr	  00000000000000000000000016FC6802  EEEE77772222333399992222BBBB66668888BBBBCCCCDDDDFFFF
  UR2"^06	  0000000000000000000000001CC309B5  000011118888FFFFDDDDDDDD4444DDDD444477773333DDDD2222
  UXBKkDB	  000000000000000000000000469B6E73  CCCC0000CCCC7777555599999999FFFF444477774444AAAACCCC
  U`^8z/<	  0000000000000000000000000E6ED9A6  4444BBBBDDDDCCCCEEEEBBBB555566665555CCCC88886666BBBB
  Ug`qW?C	  00000000000000000000000026178A44  0000DDDD7777CCCC3333555577770000FFFF444422224444DDDD
  UwIE_$*	  0000000000000000000000001B8F6129  AAAA111133336666BBBBAAAAFFFF6666FFFF00001111DDDDEEEE
  UzY[_p7	  0000000000000000000000000F2AC224  DDDDFFFF4444EEEE2222666666663333111133330000EEEEDDDD
  U~) TXm	  000000000000000000000000147990E6  777777770000333366664444DDDD66660000444422222222BBBB
  V)xu0}V	  0000000000000000000000003E37D06F  CCCC2222EEEE777788880000DDDD0000BBBB5555999999990000
  V1_,OBq	  00000000000000000000000000F7E50E  99996666333311117777DDDD0000000099997777BBBBAAAA3333
  V2eZ4O+	  00000000000000000000000008A8A6A8  444455552222AAAA666677772222CCCCBBBB1111777733339999
  V8)rQd~	  00000000000000000000000031A12ED3  44447777AAAA4444FFFFEEEE7777CCCC99996666AAAA4444CCCC
  V92#Rp:	  0000000000000000000000001625CC70  9999EEEEBBBB777744448888FFFF22221111BBBB7777DDDD1111
  V9jA>6u	  0000000000000000000000003A9CFA41  2222EEEE3333CCCCEEEE77774444FFFF66662222666600006666
  V;3IBKy	  0000000000000000000000000EF6E76B  CCCCAAAACCCCEEEE11110000CCCCFFFFCCCC9999DDDDBBBB4444
  V<4{>P8	  0000000000000000000000003A000D12  99995555000011115555DDDD000099997777AAAAAAAA0000FFFF
  VAk)CTu	  0000000000000000000000003D2D44ED  DDDDBBBBCCCCDDDD000011116666CCCC0000777755555555AAAA
  VJ(Jj+d	  0000000000000000000000001E6222C7  EEEE1111666611118888CCCC44448888CCCCDDDD9999BBBB8888
  VJ?ylOF	  0000000000000000000000003E3AF007  00002222CCCC6666222222223333CCCCAAAA7777444477778888
  VLx1-*}	  000000000000000000000000448AC042  11114444111155557777CCCC5555BBBBEEEEFFFF55559999FFFF
  VM~T1nB	  0000000000000000000000002A40D5F3  33336666444411119999CCCC1111CCCC6666222255552222CCCC
  VP^D&ZX	  00000000000000000000000050A1AFA1  FFFF9999EEEE0000EEEEDDDD1111BBBBBBBB77777777AAAA6666
  V[&)Ca4	  00000000000000000000000043728209  3333CCCCFFFF222266668888EEEEEEEEFFFFDDDDFFFFFFFFEEEE
  Vd||EP^	  000000000000000000000000477BA637  0000888877770000666677775555BBBB00003333EEEE44448888
  Vhz|80J	  0000000000000000000000001B87EA00  FFFF8888AAAAFFFFAAAA11113333FFFF55550000EEEE00001111
  Vi#"}Eu	  0000000000000000000000003487CEDF  FFFF222255558888000000000000333344448888999922220000
  ViCV>fR	  0000000000000000000000001518BB6E  FFFF00009999DDDD1111FFFF5555DDDDEEEE11118888CCCC3333
  W%hDZQ"	  000000000000000000000000386FACCC  7777BBBBEEEE5555BBBBEEEE22229999555566668888AAAA5555
  W+[njzk	  0000000000000000000000000E232592  DDDDCCCC77770000111122228888DDDD2222333333338888FFFF
  W/_kI',	  00000000000000000000000048CFDC17  555599990000222255556666AAAADDDD77770000444466668888
  W1KtkY.	  0000000000000000000000002F8E360D  4444DDDDEEEE333377778888111188881111999977773333AAAA
  W3.Itq{	  0000000000000000000000004DBB0CE7  8888444411118888999911115555EEEE55554444BBBB99998888
  W7$=@2-	  0000000000000000000000004511FD54  EEEE00005555333388880000555533331111CCCCDDDDFFFFDDDD
  W<'bS0'	  00000000000000000000000042FF0294  55552222DDDDEEEEEEEE33334444DDDD000077777777BBBBDDDD
  W<n[E0g	  0000000000000000000000001A276C72  4444CCCC4444AAAA66664444DDDD77771111888800002222FFFF
  W>.D9&C	  0000000000000000000000000F572A6B  8888AAAADDDD22220000AAAAAAAAEEEEBBBB6666AAAABBBB4444
  W@{Y-2D	  00000000000000000000000000EE6E9A  0000DDDD11116666AAAA1111DDDDDDDD99992222111122227777
  WBPr&R5	  00000000000000000000000016E9DE93  2222CCCC99991111DDDDEEEEEEEE00004444888866668888CCCC
  WDjBMT!	  0000000000000000000000000AD473F9  88888888CCCC00003333444411114444CCCCEEEEFFFF8888EEEE
  WF@xC)Q	  00000000000000000000000002CD53D2  7777FFFF3333FFFFDDDD44441111AAAABBBB3333EEEE4444FFFF
  WSehbkN	  000000000000000000000000189D7968  111199998888CCCC6666EEEE6666222222222222111177779999
  W[7uiqV	  0000000000000000000000004BB35844  AAAADDDD8888AAAA0000FFFF22223333FFFF1111CCCC4444DDDD
  Whn!Snr	  0000000000000000000000002157E741  77771111CCCC33332222DDDD5555888877770000111100006666
  Wk=seRi	  0000000000000000000000000FB6929A  44445555EEEE8888111122223333666622220000DDDD22227777
  Wl%V?r4	  000000000000000000000000234275C1  2222444499996666555500009999DDDD11119999666688886666
  WtbCwRD	  00000000000000000000000048F7D255  000088882222DDDD333366669999CCCCCCCC8888666633332222
  X"/+*K7	  0000000000000000000000000508F3F4  CCCC555577773333AAAA77776666CCCCCCCC33336666DDDDDDDD
  X%~zuD=	  00000000000000000000000023456C50  00005555EEEEAAAADDDDBBBB5555DDDD55558888000077771111
  X(>Yc%;	  00000000000000000000000005D4BA26  DDDD99996666BBBB11113333AAAACCCC222277771111EEEEBBBB
  X2^,]Rw	  0000000000000000000000004619236D  BBBB000044440000EEEE77779999BBBB5555BBBB2222DDDDAAAA
  X9PBtH&	  0000000000000000000000005140183D  FFFFCCCCDDDD7777AAAA7777EEEECCCC44440000BBBB8888AAAA
  X>V%_|-	  00000000000000000000000031A8CFBE  EEEECCCC3333CCCCEEEE1111EEEE9999DDDD00006666BBBB3333
  XAhQ9;8	  0000000000000000000000001B6A906E  BBBBFFFFEEEE22226666EEEE5555EEEE999900007777CCCC3333
  Xb3Y(*x	  000000000000000000000000103D148D  666655555555777788883333DDDD2222BBBB11114444BBBBAAAA
  XcAoKkC	  000000000000000000000000112B771F  EEEE6666BBBB33334444333399999999222244440000EEEE0000
  XxB2J!I	  00000000000000000000000027EEA95B  4444000077772222333355551111FFFF7777AAAA2222CCCC4444
  XxQ7#ke	  0000000000000000000000004EA6F9E6  6666555533333333EEEEDDDD33338888FFFF0000DDDD2222BBBB
  Xz-Ir(f	  000000000000000000000000267D436A  2222444477777777DDDD11113333777711111111333399997777
  X|emi{e	  00000000000000000000000043AFCC64  BBBBAAAA88884444AAAADDDDBBBBCCCC2222EEEE1111AAAADDDD
  Y"Xzbd6	  00000000000000000000000048788C46  9999AAAA999922222222FFFF0000AAAAAAAADDDD22224444BBBB
  Y%gum!@	  00000000000000000000000030D5C9CE  55554444EEEE00006666BBBBDDDD999944442222DDDDEEEE3333
  Y+|6al%	  00000000000000000000000041791097  0000FFFF11113333FFFFFFFF00003333EEEEBBBBFFFFEEEE8888
  Y4@~tEo	  00000000000000000000000030CFE73E  DDDDDDDDBBBB1111444499991111000066665555555533333333
  Y5C;\vn	  00000000000000000000000032A465B8  1111555522222222CCCCFFFF4444AAAA44440000BBBBEEEE9999
  Y9uQiC&	  0000000000000000000000004001DC9A  55558888CCCC55550000AAAA5555AAAA33332222BBBB22227777
  Y>(SL\Q	  00000000000000000000000039DF0770  44442222FFFFFFFF2222333366669999FFFF99990000DDDD1111
  Y>Z@bbv	  000000000000000000000000054989D9  0000FFFFFFFFBBBB1111777711115555DDDD55558888AAAAEEEE
  Y??%?h1	  000000000000000000000000382EDA17  88887777777755552222EEEEDDDD222244444444666666668888
  YHO~X-(	  0000000000000000000000000EF6947E  444411119999222288882222CCCCFFFF444422228888FFFF3333
  YL:9Fm9	  000000000000000000000000314A9B65  DDDDBBBB333366660000DDDD4444CCCCDDDD6666AAAAAAAA2222
  YY6MF`<	  0000000000000000000000003AAF0965  FFFF333377776666EEEEBBBBCCCC777788888888CCCCAAAA2222
  Y[ro])6	  0000000000000000000000004933BC42  5555EEEEDDDD6666AAAAFFFFFFFF2222CCCCEEEE99999999FFFF
  Y`>\}y_	  0000000000000000000000000C7A7105  22229999BBBBEEEE6666EEEEFFFFEEEEBBBB8888000000002222
  Yc3o&8<	  00000000000000000000000032C56373  4444111188882222BBBBCCCC7777BBBBAAAA8888FFFFAAAACCCC
  Yv+.]{x	  0000000000000000000000000366C98A  11114444EEEE2222CCCC55556666AAAA0000FFFF9999FFFF7777
  Z#, OA`	  00000000000000000000000007F88F85  DDDDEEEEAAAA00005555BBBB3333DDDDFFFF6666DDDD88882222
  Z'/t}G\	  000000000000000000000000137B9C49  3333AAAA222200006666DDDDBBBB3333999933337777BBBBEEEE
